Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact,Occupation,Gender,ProductPitched,MaritalStatus,Designation
35,3,21,3,4,3,3,1,5,1,1,21257,Self Enquiry,Large Business,Female,Basic,Married,Executive
34,3,16,4,4,5,2,1,3,0,1,26902,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
41,1,16,3,4,5,5,0,1,1,2,20696,Self Enquiry,Salaried,Male,Basic,Single,Executive
37,1,6,2,4,3,2,0,2,1,1,21474,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
52,3,21,3,4,3,6,0,3,1,1,23614,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
46,1,9,4,5,3,3,0,3,1,1,20952,Self Enquiry,Salaried,Female,Basic,Single,Executive
41,3,10,2,3,3,1,1,1,0,1,25447,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
43,3,22,3,3,3,6,1,3,0,0,31064,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
35,1,6,1,4,3,2,0,4,1,0,17859,Self Enquiry,Small Business,Male,Basic,Single,Executive
36,1,14,3,1,5,1,0,3,0,1,26713,Company Invited,Salaried,Female,Standard,Married,Senior Manager
32,1,17,3,4,3,6,0,1,1,2,29709,Company Invited,Small Business,Female,Standard,Married,Senior Manager
50,1,8,1,3,5,3,0,3,0,0,32856,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
54,1,23,2,3,3,1,0,5,0,0,25739,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
20,1,9,2,4,3,2,0,3,0,1,18033,Self Enquiry,Salaried,Male,Basic,Single,Executive
35,3,13,3,6,3,2,0,4,1,2,21029,Company Invited,Small Business,Female,Basic,Married,Executive
39,1,31,3,3,3,4,0,1,0,0,25920,Company Invited,Salaried,Male,Standard,Divorced,Senior Manager
36,3,25,4,4,3,2,1,5,1,3,23292,Company Invited,Small Business,Female,Deluxe,Divorced,Manager
27,1,7,4,6,3,5,0,4,1,1,23042,Company Invited,Salaried,Female,Basic,Married,Executive
21,3,16,3,4,5,3,0,1,0,2,21406,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
40,1,30,3,3,3,2,0,3,1,1,18319,Self Enquiry,Large Business,Male,Deluxe,Married,Manager
36,3,35,4,5,3,2,0,4,1,3,21108,Self Enquiry,Salaried,Female,Basic,Married,Executive
37,3,7,3,4,3,3,1,3,1,2,24879,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
56,3,9,3,4,3,6,0,2,0,2,23838,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
36,1,12,3,1,5,4,1,4,1,1,20562,Company Invited,Salaried,Male,Deluxe,Married,Manager
31,3,32,3,3,3,2,1,3,0,1,20617,Company Invited,Small Business,Male,Deluxe,Married,Manager
24,1,23,3,4,4,2,0,3,1,1,17127,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
40,1,17,4,4,5,4,0,5,1,3,24055,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
35,3,14,3,4,3,2,1,1,0,2,20986,Self Enquiry,Large Business,Male,Basic,Married,Executive
37,1,14,4,4,3,4,0,3,0,3,23356,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
35,3,8,3,3,3,2,0,2,1,0,17014,Self Enquiry,Small Business,Female,Basic,Divorced,Executive
38,1,17,3,4,4,4,1,5,0,2,22875,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
51,1,31,4,4,3,5,1,4,0,1,32651,Self Enquiry,Salaried,Male,Super Deluxe,Divorced,AVP
30,3,12,3,5,4,3,1,5,0,1,22865,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
40,3,32,3,3,5,2,0,2,1,1,23396,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
29,1,16,3,4,5,7,1,5,1,1,17404,Self Enquiry,Salaried,Female,Basic,Single,Executive
50,1,35,2,4,3,1,0,5,1,1,32046,Self Enquiry,Salaried,Male,Super Deluxe,Divorced,AVP
37,3,18,4,4,3,2,0,5,0,1,28416,Company Invited,Large Business,Female,Standard,Divorced,Senior Manager
42,1,13,4,5,4,8,1,3,1,1,24710,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
30,1,7,4,6,3,3,0,1,0,3,21398,Company Invited,Salaried,Male,Basic,Married,Executive
53,1,15,3,5,4,4,0,1,1,1,23619,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
47,1,28,4,4,4,6,0,3,1,3,27604,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
30,1,7,3,4,3,3,0,3,0,2,22997,Company Invited,Large Business,Male,Deluxe,Divorced,Manager
49,1,24,3,3,3,2,1,1,0,0,21804,Company Invited,Salaried,Male,Deluxe,Married,Manager
43,1,33,3,4,5,5,1,3,0,2,31869,Company Invited,Small Business,Female,Standard,Divorced,Senior Manager
52,1,9,3,6,4,7,0,2,0,1,24160,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
33,1,7,4,4,5,3,0,2,0,3,21634,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
40,3,31,3,5,3,2,0,1,1,2,30709,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
37,1,19,3,5,3,2,0,2,1,1,27536,Self Enquiry,Small Business,Fe Male,Standard,Unmarried,Senior Manager
31,1,31,4,4,3,3,0,3,1,3,21371,Self Enquiry,Salaried,Male,Basic,Married,Executive
32,3,6,2,5,4,7,0,3,0,1,21735,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
58,1,8,2,4,3,1,1,2,0,0,17380,Company Invited,Salaried,Male,Basic,Married,Executive
54,3,9,2,3,5,3,0,4,1,1,20940,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
50,3,14,2,3,3,4,1,5,1,0,21796,Company Invited,Large Business,Male,Deluxe,Divorced,Manager
28,1,14,2,4,4,2,0,4,0,1,17154,Self Enquiry,Salaried,Female,Basic,Single,Executive
42,3,16,4,4,3,5,1,1,0,2,26867,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
52,1,15,3,5,4,7,0,3,1,2,31168,Self Enquiry,Salaried,Male,Standard,Divorced,Senior Manager
50,1,6,3,3,3,1,0,5,0,2,32399,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
33,3,17,3,4,3,3,0,4,0,2,24074,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
26,3,6,2,3,3,2,0,5,1,0,20296,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
46,3,6,3,3,5,2,0,1,1,2,25453,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
21,1,16,2,4,5,2,0,3,0,1,16416,Self Enquiry,Salaried,Female,Basic,Single,Executive
33,1,10,3,4,3,5,0,1,1,1,29837,Self Enquiry,Salaried,Female,Standard,Single,Senior Manager
44,1,14,3,4,5,2,0,5,1,1,28663,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
27,1,9,2,3,3,2,0,1,0,0,16706,Company Invited,Small Business,Male,Basic,Married,Executive
36,3,23,4,4,4,2,0,2,1,3,26698,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
36,3,25,3,4,3,3,0,4,1,2,23279,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
54,1,8,2,3,3,1,0,4,0,0,28549,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
41,3,6,2,1,5,2,0,3,1,1,23392,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
23,1,22,3,4,3,3,0,1,1,2,21549,Self Enquiry,Small Business,Female,Basic,Unmarried,Executive
50,2,9,2,3,4,2,0,2,1,0,33200,Company Invited,Small Business,Male,King,Divorced,VP
42,1,35,3,5,4,2,0,5,1,2,32248,Self Enquiry,Salaried,Female,Super Deluxe,Married,AVP
26,1,30,3,5,3,2,1,3,1,2,17340,Self Enquiry,Large Business,Male,Basic,Single,Executive
28,3,15,3,4,3,3,0,2,1,1,27404,Company Invited,Salaried,Male,Standard,Unmarried,Senior Manager
22,1,9,2,4,3,1,1,3,0,1,17853,Company Invited,Salaried,Male,Basic,Married,Executive
38,1,17,3,4,5,2,1,3,1,1,21460,Self Enquiry,Salaried,Female,Basic,Married,Executive
33,1,6,2,4,3,2,0,3,0,0,17008,Company Invited,Small Business,Male,Basic,Married,Executive
30,1,8,2,4,3,6,1,1,1,1,21877,Self Enquiry,Small Business,Female,Deluxe,Unmarried,Manager
31,2,15,4,5,3,8,0,5,1,3,20858,Company Invited,Salaried,Female,Basic,Married,Executive
27,1,10,3,2,3,3,0,5,1,2,23098,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
30,1,15,3,3,5,2,0,2,0,1,18072,Company Invited,Small Business,Male,Deluxe,Married,Manager
30,3,9,4,5,4,4,0,4,1,1,25322,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
35,1,13,2,3,3,4,0,3,0,0,25221,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
31,1,9,3,3,3,1,0,4,1,2,28675,Company Invited,Small Business,Male,Standard,Married,Senior Manager
39,2,7,3,2,3,3,0,4,1,1,21522,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
37,1,16,4,5,3,2,1,2,0,2,22066,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
24,1,13,4,2,5,3,1,3,0,1,20279,Self Enquiry,Salaried,Male,Basic,Married,Executive
19,1,8,2,4,3,2,0,5,1,0,16102,Self Enquiry,Salaried,Male,Basic,Single,Executive
22,3,16,3,4,3,3,0,4,1,1,21288,Company Invited,Small Business,Male,Basic,Unmarried,Executive
41,1,25,2,3,5,3,0,2,1,0,18072,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
34,1,6,2,3,3,1,0,4,1,0,20484,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
39,1,7,4,4,5,3,0,4,1,3,32260,Self Enquiry,Large Business,Female,Standard,Divorced,Senior Manager
35,1,9,3,5,3,3,0,4,0,2,28225,Company Invited,Salaried,Male,Deluxe,Married,Manager
54,1,17,2,3,3,4,0,3,1,0,31032,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
54,1,23,2,3,3,1,0,5,1,0,25739,Self Enquiry,Large Business,Female,Standard,Divorced,Senior Manager
47,3,17,4,4,4,7,0,1,0,3,25992,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
45,1,8,2,4,3,2,0,4,1,1,20770,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
37,3,16,2,4,3,3,1,4,0,0,21694,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
39,1,36,4,4,5,2,1,3,0,2,25351,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
38,1,35,3,3,5,1,1,3,0,1,21673,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
29,1,9,4,4,3,4,0,4,1,2,22163,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
29,1,14,3,5,5,2,1,3,0,1,17119,Self Enquiry,Salaried,Male,Basic,Married,Executive
43,1,28,3,4,3,4,0,2,0,1,23943,Company Invited,Small Business,Female,Deluxe,Married,Manager
29,1,7,3,6,3,2,0,3,1,1,25352,Company Invited,Salaried,Female,Deluxe,Divorced,Manager
54,1,28,3,3,3,4,0,1,1,1,32426,Self Enquiry,Small Business,Female,Super Deluxe,Married,AVP
34,1,7,4,4,3,3,1,2,1,1,32136,Company Invited,Salaried,Female,Standard,Single,Senior Manager
25,3,25,2,4,4,2,1,2,0,0,17413,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
53,1,9,2,3,3,4,1,5,1,0,32584,Self Enquiry,Small Business,Male,Super Deluxe,Married,AVP
34,3,32,3,4,3,3,0,3,0,2,23217,Company Invited,Small Business,Female,Deluxe,Married,Manager
33,1,7,4,4,3,2,0,5,1,1,20992,Company Invited,Salaried,Male,Basic,Married,Executive
35,1,9,4,4,3,4,0,4,1,2,22711,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
26,1,6,3,4,3,2,0,2,1,0,17007,Company Invited,Small Business,Female,Basic,Married,Executive
53,1,10,3,5,3,4,1,2,0,1,26647,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
35,2,10,3,4,3,2,0,1,1,1,22415,Self Enquiry,Salaried,Male,Basic,Married,Executive
33,1,11,2,4,3,5,0,3,1,1,22119,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
33,3,13,3,4,3,3,0,5,1,1,23688,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
58,1,29,2,3,3,2,0,3,1,1,17372,Self Enquiry,Salaried,Male,Basic,Married,Executive
48,1,6,2,1,3,3,0,2,0,0,31885,Company Invited,Small Business,Male,Super Deluxe,Single,AVP
27,1,13,4,4,3,3,1,2,0,1,21337,Self Enquiry,Salaried,Female,Basic,Divorced,Executive
37,3,15,4,5,5,3,0,2,0,3,26265,Company Invited,Salaried,Male,Standard,Unmarried,Senior Manager
38,1,28,4,3,5,3,1,3,0,3,22242,Self Enquiry,Salaried,Male,Basic,Divorced,Executive
31,1,8,2,5,3,2,1,5,1,0,16129,Self Enquiry,Small Business,Female,Basic,Married,Executive
27,1,10,4,4,5,2,0,3,0,2,21780,Company Invited,Large Business,Male,Basic,Unmarried,Executive
32,1,6,2,3,3,2,1,4,1,0,21162,Self Enquiry,Small Business,Male,Deluxe,Divorced,Manager
34,1,22,3,4,3,2,1,5,0,1,32288,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
34,1,9,3,3,4,2,0,5,1,2,20433,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
33,1,16,4,4,3,3,1,5,1,3,25000,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
51,2,11,2,3,4,2,1,3,1,1,29026,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
31,1,13,2,3,3,2,1,4,1,1,22143,Self Enquiry,Small Business,Female,Standard,Unmarried,Senior Manager
46,1,9,4,5,3,3,0,3,1,2,20952,Self Enquiry,Salaried,Female,Basic,Single,Executive
60,3,22,2,3,5,1,0,4,1,1,20405,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
32,1,19,4,4,3,2,1,4,1,2,22607,Self Enquiry,Small Business,Female,Basic,Married,Executive
30,3,16,3,4,3,2,0,1,0,1,21578,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
27,3,6,3,3,4,1,1,1,0,1,21349,Company Invited,Small Business,Male,Deluxe,Married,Manager
31,1,11,3,4,3,2,1,4,1,1,20963,Company Invited,Large Business,Male,Basic,Single,Executive
29,1,8,3,3,4,1,0,5,0,2,18180,Company Invited,Salaried,Female,Basic,Divorced,Executive
38,3,17,3,5,3,4,1,4,0,1,25372,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
50,1,15,3,4,4,6,0,4,0,1,26081,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
45,2,7,4,5,5,2,0,4,1,1,29160,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
42,3,6,1,3,3,2,0,3,1,0,19907,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
42,3,30,4,4,3,5,1,3,0,3,25760,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
47,3,10,3,3,3,4,0,4,0,2,17976,Company Invited,Small Business,Male,Deluxe,Single,Manager
56,3,17,2,4,5,5,0,5,0,1,20380,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
26,3,10,4,4,5,3,1,4,0,3,22872,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
47,1,15,4,5,5,2,1,2,1,3,23293,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
42,3,17,3,4,3,2,0,1,0,2,24908,Company Invited,Salaried,Male,Deluxe,Unmarried,Manager
43,1,26,3,2,3,8,1,3,0,1,21437,Company Invited,Small Business,Male,Basic,Married,Executive
24,1,23,3,3,4,2,0,1,1,2,17210,Self Enquiry,Salaried,Female,Basic,Married,Executive
35,1,23,3,6,5,3,1,3,1,1,20985,Company Invited,Large Business,Male,Basic,Married,Executive
31,3,11,4,5,4,3,1,3,1,2,23887,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
33,1,6,2,1,4,2,1,3,1,0,20488,Company Invited,Salaried,Female,Deluxe,Married,Manager
33,3,7,4,5,4,2,0,1,0,3,20947,Self Enquiry,Small Business,Male,Basic,Married,Executive
49,3,9,3,4,3,4,0,5,1,1,22729,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
32,3,13,4,3,3,6,0,5,1,3,24138,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
50,1,25,4,4,3,3,1,1,0,1,25482,Company Invited,Salaried,Male,Deluxe,Married,Manager
45,1,14,3,5,3,5,0,4,0,1,28926,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
37,3,27,2,3,3,6,0,1,1,0,17973,Company Invited,Small Business,Female,Basic,Married,Executive
50,1,14,3,4,4,5,0,4,0,2,29144,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
37,3,16,3,5,5,2,0,1,0,1,22085,Self Enquiry,Salaried,Male,Basic,Unmarried,Executive
33,1,16,3,4,5,2,0,4,1,2,22878,Self Enquiry,Small Business,Female,Basic,Unmarried,Executive
28,1,7,3,5,5,7,0,3,1,1,22976,Company Invited,Large Business,Male,Deluxe,Married,Manager
27,1,12,3,5,3,3,1,2,0,2,21044,Company Invited,Small Business,Female,Basic,Divorced,Executive
48,3,11,3,4,3,5,0,4,0,2,21654,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
35,1,6,3,4,5,2,0,1,0,2,17450,Self Enquiry,Small Business,Male,Basic,Single,Executive
43,1,21,3,4,3,2,0,3,1,1,32603,Self Enquiry,Salaried,Male,Super Deluxe,Married,AVP
32,1,30,3,3,3,2,0,4,1,2,20309,Company Invited,Salaried,Male,Deluxe,Married,Manager
46,1,8,2,3,3,1,1,1,1,1,34328,Self Enquiry,Small Business,Male,King,Married,VP
45,1,7,4,2,5,4,0,3,1,3,23711,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
43,1,7,4,4,5,5,0,3,1,2,21254,Self Enquiry,Salaried,Female,Basic,Married,Executive
41,3,9,2,4,4,3,0,3,0,1,23938,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
30,1,21,3,4,3,2,1,5,1,1,26231,Company Invited,Salaried,Fe Male,Standard,Unmarried,Senior Manager
37,3,15,4,5,5,3,0,1,0,1,26265,Company Invited,Salaried,Male,Standard,Unmarried,Senior Manager
32,1,13,3,2,4,2,0,2,0,1,17794,Company Invited,Salaried,Male,Basic,Divorced,Executive
26,1,10,4,4,5,7,0,5,1,2,22709,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
31,1,6,2,3,4,2,0,3,0,0,17501,Self Enquiry,Small Business,Male,Basic,Single,Executive
36,1,12,2,1,3,4,0,1,0,0,18038,Self Enquiry,Salaried,Female,Basic,Married,Executive
27,3,8,3,5,4,3,1,5,1,1,17517,Self Enquiry,Small Business,Female,King,Single,VP
30,3,28,3,3,5,1,0,1,1,1,23412,Company Invited,Salaried,Female,Standard,Married,Senior Manager
34,1,16,3,4,3,2,0,1,0,2,21459,Self Enquiry,Small Business,Male,Basic,Married,Executive
28,1,10,3,5,3,2,0,2,0,1,20723,Self Enquiry,Small Business,Male,Basic,Single,Executive
35,1,6,2,4,3,1,0,1,1,1,20363,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
34,3,9,4,4,3,3,0,3,1,2,24183,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
37,1,34,4,4,3,8,0,3,0,1,23915,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
35,3,24,3,3,5,1,0,3,0,0,17144,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
36,1,9,1,3,4,5,0,4,1,0,17088,Company Invited,Small Business,Male,Basic,Single,Executive
52,3,17,4,4,4,7,0,1,1,3,31820,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
43,1,19,3,4,4,2,0,1,1,2,21444,Self Enquiry,Small Business,Male,Basic,Married,Executive
47,1,22,3,1,3,2,1,1,1,0,20067,Company Invited,Small Business,Male,Deluxe,Married,Manager
30,3,27,3,4,3,4,0,2,1,2,25609,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
35,1,31,2,3,3,2,1,3,1,1,25388,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
32,3,27,4,6,3,5,1,3,1,1,23237,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
33,1,14,4,2,4,3,0,1,0,2,21472,Company Invited,Salaried,Male,Basic,Married,Executive
33,3,31,2,4,4,3,1,5,1,0,23380,Self Enquiry,Small Business,Male,Standard,Unmarried,Senior Manager
53,1,30,2,1,3,4,0,3,0,1,22005,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
31,1,9,2,3,5,2,1,1,0,0,18065,Company Invited,Small Business,Male,Basic,Married,Executive
42,1,10,2,3,3,2,0,2,0,1,34232,Self Enquiry,Large Business,Male,King,Divorced,VP
28,1,9,3,4,3,4,0,3,0,2,21258,Company Invited,Small Business,Male,Basic,Single,Executive
29,1,7,4,6,4,2,1,2,1,1,20894,Self Enquiry,Salaried,Female,Basic,Single,Executive
35,3,22,4,4,5,3,0,1,1,3,24803,Self Enquiry,Small Business,Fe Male,Deluxe,Unmarried,Manager
36,1,28,3,4,3,3,1,3,0,2,22692,Self Enquiry,Salaried,Female,Deluxe,Divorced,Manager
36,3,11,3,4,5,2,1,4,1,2,28260,Self Enquiry,Large Business,Male,Standard,Unmarried,Senior Manager
48,3,30,3,5,3,2,1,1,1,2,17559,Company Invited,Salaried,Male,Basic,Single,Executive
43,3,15,2,5,3,1,0,1,0,0,20346,Self Enquiry,Small Business,Female,Deluxe,Single,Manager
26,1,6,2,3,4,2,0,5,0,1,21397,Company Invited,Salaried,Female,Deluxe,Married,Manager
30,1,14,3,1,5,1,1,1,0,2,26416,Self Enquiry,Salaried,Female,Standard,Married,Senior Manager
39,1,12,3,3,5,1,1,2,1,1,17404,Self Enquiry,Small Business,Male,Basic,Divorced,Executive
34,1,33,3,3,4,3,0,3,0,0,17311,Self Enquiry,Small Business,Female,Basic,Single,Executive
38,2,13,4,4,5,6,1,1,0,3,20751,Self Enquiry,Salaried,Male,Basic,Married,Executive
33,1,10,3,4,3,3,0,4,1,1,24887,Company Invited,Salaried,Fe Male,Basic,Unmarried,Executive
32,1,19,3,4,4,2,0,5,0,0,17743,Company Invited,Salaried,Female,Basic,Divorced,Executive
44,1,10,2,3,4,1,0,1,1,1,20933,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
41,1,12,3,4,4,7,1,3,1,2,21032,Self Enquiry,Small Business,Male,Deluxe,Single,Manager
39,3,9,3,5,3,5,0,5,1,2,23927,Company Invited,Salaried,Male,Deluxe,Divorced,Manager
30,1,16,4,2,3,8,0,5,1,1,21129,Self Enquiry,Salaried,Male,Basic,Married,Executive
53,1,26,3,4,3,2,0,3,1,1,22936,Company Invited,Small Business,Male,Basic,Married,Executive
46,3,11,2,4,5,6,1,4,0,1,23684,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
46,3,9,2,1,5,3,0,3,1,0,28225,Self Enquiry,Large Business,Female,Super Deluxe,Married,AVP
40,1,8,2,3,3,1,0,5,0,0,34436,Self Enquiry,Small Business,Male,King,Married,VP
32,3,14,3,5,3,5,0,4,1,2,21007,Self Enquiry,Salaried,Male,Basic,Married,Executive
40,3,30,3,1,4,5,1,3,1,2,28194,Company Invited,Salaried,Fe Male,Super Deluxe,Unmarried,AVP
36,3,8,3,4,3,2,0,2,1,0,22596,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
34,3,6,3,1,3,1,0,5,1,2,24725,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
38,1,29,2,3,3,1,0,3,0,0,20745,Self Enquiry,Salaried,Male,Deluxe,Married,Manager
37,1,9,2,3,3,2,0,1,1,0,24434,Self Enquiry,Salaried,Male,Standard,Married,Senior Manager
38,1,8,2,4,4,2,0,1,1,0,17440,Company Invited,Small Business,Female,Basic,Single,Executive
26,3,12,3,5,3,3,1,3,0,2,24422,Self Enquiry,Small Business,Male,Deluxe,Unmarried,Manager
42,1,30,2,3,5,2,1,1,1,0,22406,Self Enquiry,Small Business,Male,Standard,Married,Senior Manager
25,3,34,2,4,3,3,0,4,0,0,23639,Self Enquiry,Salaried,Male,Deluxe,Divorced,Manager
33,3,15,4,5,4,3,1,1,1,3,23906,Self Enquiry,Large Business,Female,Deluxe,Married,Manager
35,3,13,2,3,3,2,1,4,1,1,20204,Self Enquiry,Salaried,Female,Deluxe,Married,Manager
41,1,15,3,5,4,4,0,1,1,2,32435,Company Invited,Small Business,Male,Standard,Married,Senior Manager
55,1,26,2,3,3,4,1,2,1,1,20415,Self Enquiry,Large Business,Male,Deluxe,Divorced,Manager
28,1,12,3,4,4,3,1,3,0,2,21156,Self Enquiry,Salaried,Female,Basic,Single,Executive
34,3,17,3,5,3,5,0,3,1,1,23360,Company Invited,Small Business,Male,Deluxe,Unmarried,Manager
33,1,13,2,3,3,1,0,4,0,0,26691,Self Enquiry,Small Business,Male,Standard,Divorced,Senior Manager
38,1,16,3,4,3,3,1,2,0,1,21004,Company Invited,Small Business,Male,Basic,Divorced,Executive
39,1,17,4,4,3,5,0,3,1,3,28502,Self Enquiry,Small Business,Female,Deluxe,Divorced,Manager
58,1,11,2,4,4,3,1,5,1,1,25552,Self Enquiry,Large Business,Female,Standard,Married,Senior Manager
40,3,28,3,4,3,3,1,3,1,0,21380,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
31,3,9,4,4,4,3,0,3,1,1,21154,Self Enquiry,Large Business,Male,Basic,Married,Executive
37,1,11,3,3,3,1,0,3,1,2,21347,Self Enquiry,Small Business,Male,Deluxe,Married,Manager
36,1,32,3,4,3,3,1,3,1,2,29066,Self Enquiry,Small Business,Female,Standard,Married,Senior Manager
20,1,10,4,4,4,3,0,3,1,1,20161,Self Enquiry,Small Business,Female,Basic,Single,Executive
31,3,8,3,3,3,5,1,5,1,1,21582,Self Enquiry,Salaried,Male,Deluxe,Unmarried,Manager
30,3,11,2,3,3,3,0,4,1,1,24419,Self Enquiry,Salaried,Female,Standard,Divorced,Senior Manager
35,2,32,2,3,3,2,1,1,1,0,23837,Self Enquiry,Salaried,Fe Male,Standard,Unmarried,Senior Manager
28,3,27,3,4,3,3,0,2,1,2,28659,Company Invited,Salaried,Fe Male,Deluxe,Single,Manager
49,1,14,3,4,4,2,0,1,0,0,20130,Company Invited,Salaried,Male,Deluxe,Married,Manager
27,1,28,3,4,3,3,0,5,1,2,21055,Self Enquiry,Small Business,Male,Basic,Married,Executive
21,1,7,3,5,4,3,0,4,0,2,21514,Self Enquiry,Salaried,Female,Basic,Unmarried,Executive
48,1,28,2,3,3,4,0,5,0,0,32174,Company Invited,Small Business,Female,Super Deluxe,Married,AVP
55,3,10,3,4,5,4,0,4,1,1,24618,Self Enquiry,Small Business,Female,Deluxe,Married,Manager
44,1,13,2,4,3,4,0,4,1,0,25248,Self Enquiry,Small Business,Female,Standard,Divorced,Senior Manager
20,3,12,4,4,4,2,1,4,1,1,21672,Self Enquiry,Salaried,Male,Standard,Unmarried,Senior Manager
34,1,8,3,4,3,4,0,5,1,2,17768,Self Enquiry,Salaried,Male,Basic,Married,Executive
30,1,14,3,4,5,5,0,4,0,1,20740,Self Enquiry,Salaried,Male,Basic,Single,Executive
42,2,8,3,1,5,1,0,2,0,2,21272,Company Invited,Small Business,Male,Deluxe,Divorced,Manager
